topic_id Q0 docno rank score tag
1 Q0 30275282464153600 1 0.9999999999999999 myRun
1 Q0 30260724248870912 2 0.9999999999999999 myRun
1 Q0 30198105513140224 3 0.9478967988930032 myRun
1 Q0 30167063326629888 4 0.9045076628242925 myRun
1 Q0 30016851715031040 5 0.9045076628242925 myRun
1 Q0 30016488928706560 6 0.9045076628242925 myRun
1 Q0 32504175552102401 7 0.8370747606200931 myRun
1 Q0 32415024995631105 8 0.8370747606200931 myRun
1 Q0 32158658863304705 9 0.8370747606200931 myRun
1 Q0 31361923412922368 10 0.8370747606200931 myRun
1 Q0 30554037510213632 11 0.8370747606200931 myRun
1 Q0 30500781002063872 12 0.8370747606200931 myRun
1 Q0 30371820393734144 13 0.8370747606200931 myRun
1 Q0 30303184207478784 14 0.8370747606200931 myRun
1 Q0 30299217419304960 15 0.8370747606200931 myRun
1 Q0 30244402504929280 16 0.8370747606200931 myRun
1 Q0 30236884051435520 17 0.8370747606200931 myRun
1 Q0 30216589932503040 18 0.8370747606200931 myRun
1 Q0 30162553262841857 19 0.8370747606200931 myRun
1 Q0 30137431932010498 20 0.8370747606200931 myRun
1 Q0 30051954050727936 21 0.8370747606200931 myRun
1 Q0 29997693933719553 22 0.8370747606200931 myRun
1 Q0 29990282447552512 23 0.8370747606200931 myRun
1 Q0 29978962599870465 24 0.8370747606200931 myRun
1 Q0 29967932868009984 25 0.8370747606200931 myRun
1 Q0 32099397357543424 26 0.8370747606200931 myRun
1 Q0 29629635817906176 27 0.8303501452275552 myRun
1 Q0 30316304493707264 28 0.7974626665694503 myRun
1 Q0 30236041789050880 29 0.7942768047589044 myRun
1 Q0 30219793458008064 30 0.7911931834807614 myRun
1 Q0 30319208176820224 31 0.7895064253664318 myRun
1 Q0 30197610459435008 32 0.7895064253664318 myRun
1 Q0 29990983902961664 33 0.7895064253664318 myRun
1 Q0 30031146670628864 34 0.7895064253664318 myRun
1 Q0 29993695927336960 35 0.7881702562405314 myRun
1 Q0 29983478363717633 36 0.7844967019477633 myRun
1 Q0 30828308941774848 37 0.7495868042122139 myRun
1 Q0 30248740119908353 38 0.7495868042122139 myRun
1 Q0 30022487840391168 39 0.7495868042122139 myRun
1 Q0 29516615708049408 40 0.7495868042122139 myRun
1 Q0 30686548747882496 41 0.7495868042122139 myRun
1 Q0 30317913206431744 42 0.7262065796024182 myRun
1 Q0 34952194402811904 43 0.7202973462224127 myRun
1 Q0 33823403328671744 44 0.7202973462224127 myRun
1 Q0 33044519750475776 45 0.7202973462224127 myRun
1 Q0 32494503902314496 46 0.7202973462224127 myRun
1 Q0 32096654177861634 47 0.7202973462224127 myRun
1 Q0 32062450161426432 48 0.7202973462224127 myRun
1 Q0 31850686425600000 49 0.7202973462224127 myRun
1 Q0 31653291230232576 50 0.7202973462224127 myRun
1 Q0 30997129900072961 51 0.7202973462224127 myRun
1 Q0 30986508492087297 52 0.7202973462224127 myRun
1 Q0 30769665240203264 53 0.7202973462224127 myRun
1 Q0 30587022246678528 54 0.7202973462224127 myRun
1 Q0 30581416408391680 55 0.7202973462224127 myRun
1 Q0 30555641466593280 56 0.7202973462224127 myRun
1 Q0 30505596528623616 57 0.7202973462224127 myRun
1 Q0 30496268895657984 58 0.7202973462224127 myRun
1 Q0 30451817603141633 59 0.7202973462224127 myRun
1 Q0 30419535756533762 60 0.7202973462224127 myRun
1 Q0 30360018473713664 61 0.7202973462224127 myRun
1 Q0 30325151543332864 62 0.7202973462224127 myRun
1 Q0 30300770037399552 63 0.7202973462224127 myRun
1 Q0 30269207937548288 64 0.7202973462224127 myRun
1 Q0 30226418377957376 65 0.7202973462224127 myRun
1 Q0 30217175910318080 66 0.7202973462224127 myRun
1 Q0 30190612238041088 67 0.7202973462224127 myRun
1 Q0 30157835434201089 68 0.7202973462224127 myRun
1 Q0 29138884684161025 69 0.7202973462224127 myRun
1 Q0 30251634873335810 70 0.7202973462224127 myRun
1 Q0 30254811135873024 71 0.7202973462224127 myRun
1 Q0 30407444110778369 72 0.7202973462224127 myRun
1 Q0 34665469260599296 73 0.7124713859428224 myRun
1 Q0 34603959033270272 74 0.7124713859428224 myRun
1 Q0 34553453812387840 75 0.7124713859428224 myRun
1 Q0 33537918312120320 76 0.7124713859428224 myRun
1 Q0 29486393336008704 77 0.7124713859428224 myRun
1 Q0 33172089494044672 78 0.7124713859428224 myRun
1 Q0 29991643910242304 79 0.7069804672847417 myRun
1 Q0 30149086560657409 80 0.7060542682167511 myRun
1 Q0 30215123658350592 81 0.7017011644658384 myRun
1 Q0 34834260657446912 82 0.6936654330618973 myRun
1 Q0 34448730182651904 83 0.6936654330618973 myRun
1 Q0 34392034286505984 84 0.6936654330618973 myRun
1 Q0 33316184879411200 85 0.6936654330618973 myRun
1 Q0 33045690359889920 86 0.6936654330618973 myRun
1 Q0 32046198844030976 87 0.6936654330618973 myRun
1 Q0 31786519911997440 88 0.6936654330618973 myRun
1 Q0 30377751324135424 89 0.6936654330618973 myRun
1 Q0 30044145355591680 90 0.6936654330618973 myRun
1 Q0 29264804417904641 91 0.6936654330618973 myRun
1 Q0 31081417941188608 92 0.6936654330618973 myRun
1 Q0 29502956738969601 93 0.6936654330618973 myRun
1 Q0 34730882833063936 94 0.6936654330618973 myRun
1 Q0 31510426927763456 95 0.6932721112464383 myRun
1 Q0 33212352774017025 96 0.6886438938072335 myRun
1 Q0 30025535761420289 97 0.6886438938072335 myRun
1 Q0 34921541489664000 98 0.6863021955635031 myRun
1 Q0 34360616298741760 99 0.6863021955635031 myRun
1 Q0 34227948139581440 100 0.6863021955635031 myRun
1 Q0 33925179675516928 101 0.6863021955635031 myRun
1 Q0 33205141876244480 102 0.6863021955635031 myRun
1 Q0 32947243380113409 103 0.6863021955635031 myRun
1 Q0 32740337151643648 104 0.6863021955635031 myRun
1 Q0 32658399627845632 105 0.6863021955635031 myRun
1 Q0 32478310793482241 106 0.6863021955635031 myRun
1 Q0 32240123013767168 107 0.6863021955635031 myRun
1 Q0 31766064534650880 108 0.6863021955635031 myRun
1 Q0 30945386776498176 109 0.6863021955635031 myRun
1 Q0 30923924376125441 110 0.6863021955635031 myRun
1 Q0 30921324712960000 111 0.6863021955635031 myRun
1 Q0 30780801931026432 112 0.6863021955635031 myRun
1 Q0 30225867514847232 113 0.6863021955635031 myRun
1 Q0 30003868892925952 114 0.6863021955635031 myRun
1 Q0 30002599054802944 115 0.6863021955635031 myRun
1 Q0 29993689119989760 116 0.6863021955635031 myRun
1 Q0 29305606699487233 117 0.6863021955635031 myRun
1 Q0 30375540082872320 118 0.6863021955635031 myRun
1 Q0 33249188615557121 119 0.6863021955635031 myRun
1 Q0 34659485100277760 120 0.6863021955635031 myRun
1 Q0 30325761801977856 121 0.6799075557708206 myRun
1 Q0 30204561658482688 122 0.6799075557708206 myRun
1 Q0 30003337843707905 123 0.6791039418519456 myRun
1 Q0 33634329997348864 124 0.672728737888091 myRun
1 Q0 30427114884829184 125 0.6619060529644069 myRun
1 Q0 29400990247559168 126 0.6619060529644069 myRun
1 Q0 30268814184677376 127 0.6617992491576207 myRun
1 Q0 30223544906424320 128 0.655493279835714 myRun
1 Q0 29971808702701568 129 0.6543373535144105 myRun
1 Q0 30629479080525824 130 0.647221252634527 myRun
1 Q0 29996023250157568 131 0.626776893727431 myRun
1 Q0 34692588061593600 132 0.624640311336539 myRun
1 Q0 34623437011951617 133 0.624640311336539 myRun
1 Q0 34514609985556480 134 0.624640311336539 myRun
1 Q0 34303174483382273 135 0.624640311336539 myRun
1 Q0 33602042350010368 136 0.624640311336539 myRun
1 Q0 33148017498394624 137 0.624640311336539 myRun
1 Q0 33140845918027776 138 0.624640311336539 myRun
1 Q0 32839394880651264 139 0.624640311336539 myRun
1 Q0 32413541927489536 140 0.624640311336539 myRun
1 Q0 32124582701830144 141 0.624640311336539 myRun
1 Q0 31793298611904512 142 0.624640311336539 myRun
1 Q0 31773698776109056 143 0.624640311336539 myRun
1 Q0 31701120082518016 144 0.624640311336539 myRun
1 Q0 31698534671581184 145 0.624640311336539 myRun
1 Q0 31653409140514816 146 0.624640311336539 myRun
1 Q0 31159466858643456 147 0.624640311336539 myRun
1 Q0 30526601410121728 148 0.624640311336539 myRun
1 Q0 30463304543506433 149 0.624640311336539 myRun
1 Q0 30315979753922560 150 0.624640311336539 myRun
1 Q0 30272368861511680 151 0.624640311336539 myRun
1 Q0 29565469983768576 152 0.624640311336539 myRun
1 Q0 29506585789206528 153 0.624640311336539 myRun
1 Q0 31557790140997632 154 0.624640311336539 myRun
1 Q0 29556093059334145 155 0.624640311336539 myRun
1 Q0 29545247558082560 156 0.624640311336539 myRun
1 Q0 29533394589188096 157 0.624640311336539 myRun
1 Q0 29510100452380672 158 0.624640311336539 myRun
1 Q0 29496755024306176 159 0.624640311336539 myRun
1 Q0 29527121936261121 160 0.624640311336539 myRun
1 Q0 31473669091893248 161 0.624640311336539 myRun
1 Q0 33631760113733632 162 0.624640311336539 myRun
1 Q0 34518693245353984 163 0.624640311336539 myRun
1 Q0 34524023287193601 164 0.624640311336539 myRun
1 Q0 34526590725521408 165 0.624640311336539 myRun
1 Q0 34530359324450816 166 0.624640311336539 myRun
1 Q0 33878396152840192 167 0.6164531524430255 myRun
1 Q0 32221194124005376 168 0.6164531524430255 myRun
1 Q0 30633744511533057 169 0.6164531524430255 myRun
1 Q0 30173822837592064 170 0.6164531524430255 myRun
1 Q0 30163245604016128 171 0.6164531524430255 myRun
1 Q0 29013703143723008 172 0.6164531524430255 myRun
1 Q0 31016423132233728 173 0.6164531524430255 myRun
1 Q0 29552940691759104 174 0.6122400624067742 myRun
1 Q0 34922777454579712 175 0.5946181517533813 myRun
1 Q0 34889246292582400 176 0.5946181517533813 myRun
1 Q0 34729351735939072 177 0.5946181517533813 myRun
1 Q0 34676394025816064 178 0.5946181517533813 myRun
1 Q0 34654464329654272 179 0.5946181517533813 myRun
1 Q0 34409479747403776 180 0.5946181517533813 myRun
1 Q0 34352312872869888 181 0.5946181517533813 myRun
1 Q0 34186687638667264 182 0.5946181517533813 myRun
1 Q0 33521585340022784 183 0.5946181517533813 myRun
1 Q0 32846346322972672 184 0.5946181517533813 myRun
1 Q0 32639842919645185 185 0.5946181517533813 myRun
1 Q0 31327728544260096 186 0.5946181517533813 myRun
1 Q0 30015302980866048 187 0.5946181517533813 myRun
1 Q0 29330189708169217 188 0.5946181517533813 myRun
1 Q0 29209817457360896 189 0.5946181517533813 myRun
1 Q0 32199847599669249 190 0.5946181517533813 myRun
1 Q0 30965300857937920 191 0.5946181517533813 myRun
1 Q0 34389128141344768 192 0.5946181517533813 myRun
1 Q0 33086569376124928 193 0.5946181517533813 myRun
1 Q0 33030044649529344 194 0.5946181517533813 myRun
1 Q0 31006948316942336 195 0.5946181517533813 myRun
1 Q0 29919808589926400 196 0.5946181517533813 myRun
1 Q0 31733165370384384 197 0.5946181517533813 myRun
1 Q0 33878460057260032 198 0.5946181517533813 myRun
1 Q0 30419324359417857 199 0.5940158330506428 myRun
1 Q0 29564786882646016 200 0.5940158330506428 myRun
1 Q0 34984498244354048 201 0.5940158330506428 myRun
1 Q0 29514474415198208 202 0.5940158330506428 myRun
1 Q0 34834670793396224 203 0.5913466873962336 myRun
1 Q0 29509222337085440 204 0.5913466873962336 myRun
1 Q0 34946671993430016 205 0.5891717987756874 myRun
1 Q0 34792710141378560 206 0.5891717987756874 myRun
1 Q0 34764342079524864 207 0.5891717987756874 myRun
1 Q0 34728639425683457 208 0.5891717987756874 myRun
1 Q0 34637744198123521 209 0.5891717987756874 myRun
1 Q0 34623024279982080 210 0.5891717987756874 myRun
1 Q0 34607321665507329 211 0.5891717987756874 myRun
1 Q0 34577306567581697 212 0.5891717987756874 myRun
1 Q0 34525681698209793 213 0.5891717987756874 myRun
1 Q0 34326030139260928 214 0.5891717987756874 myRun
1 Q0 34264130017824769 215 0.5891717987756874 myRun
1 Q0 34254070491512832 216 0.5891717987756874 myRun
1 Q0 33976236870991872 217 0.5891717987756874 myRun
1 Q0 33651740842659841 218 0.5891717987756874 myRun
1 Q0 33509991683985409 219 0.5891717987756874 myRun
1 Q0 33502424622702592 220 0.5891717987756874 myRun
1 Q0 33439073175605248 221 0.5891717987756874 myRun
1 Q0 33395096489566209 222 0.5891717987756874 myRun
1 Q0 32610941329735680 223 0.5891717987756874 myRun
1 Q0 32229379287289857 224 0.5891717987756874 myRun
1 Q0 31201653633851393 225 0.5891717987756874 myRun
1 Q0 30276766429880320 226 0.5891717987756874 myRun
1 Q0 30009797621321728 227 0.5891717987756874 myRun
1 Q0 29331554597601282 228 0.5891717987756874 myRun
1 Q0 34560266196750336 229 0.5891717987756874 myRun
1 Q0 32723611248758785 230 0.5891717987756874 myRun
1 Q0 32067059055599616 231 0.5891717987756874 myRun
1 Q0 31630220884713472 232 0.5891717987756874 myRun
1 Q0 30947758529581056 233 0.5891717987756874 myRun
1 Q0 34924859251228672 234 0.5662858515893209 myRun
1 Q0 34693424015745024 235 0.5662858515893209 myRun
1 Q0 30951976883716096 236 0.5662858515893209 myRun
1 Q0 32450310500786177 237 0.5662858515893209 myRun
1 Q0 34361811994148864 238 0.5662858515893209 myRun
1 Q0 31562402864570368 239 0.5662858515893209 myRun
1 Q0 30791809185619968 240 0.5662858515893209 myRun
1 Q0 34305342317793280 241 0.5662858515893209 myRun
1 Q0 34748793656311808 242 0.5662858515893209 myRun
1 Q0 33928899893133312 243 0.5646606993855218 myRun
1 Q0 33835892271484928 244 0.5646606993855218 myRun
1 Q0 29756063234392064 245 0.5646606993855218 myRun
1 Q0 30261845583466496 246 0.5646606993855218 myRun
1 Q0 33536977986912256 247 0.5633611488330007 myRun
1 Q0 33332326909874178 248 0.5633611488330007 myRun
1 Q0 33287402286088192 249 0.5633611488330007 myRun
1 Q0 32985385306955776 250 0.5633611488330007 myRun
1 Q0 31649109051965440 251 0.5633611488330007 myRun
1 Q0 31295093545635840 252 0.5633611488330007 myRun
1 Q0 29556135979655168 253 0.5633611488330007 myRun
1 Q0 29263407261683712 254 0.5633611488330007 myRun
1 Q0 34863742973911040 255 0.5572419908088208 myRun
1 Q0 34778255236005888 256 0.5572419908088208 myRun
1 Q0 34548402616274944 257 0.5572419908088208 myRun
1 Q0 34456614933106689 258 0.5572419908088208 myRun
1 Q0 33700830561435648 259 0.5572419908088208 myRun
1 Q0 33304669618962432 260 0.5572419908088208 myRun
1 Q0 33107967448457216 261 0.5572419908088208 myRun
1 Q0 32876128335040512 262 0.5572419908088208 myRun
1 Q0 32785032661700609 263 0.5572419908088208 myRun
1 Q0 30258688501481472 264 0.5572419908088208 myRun
1 Q0 30555240277213184 265 0.5572419908088208 myRun
1 Q0 35033572473577472 266 0.5572419908088208 myRun
